word	n_tokens	n_docs	sites	top_series	damaged_share
ke-ra-me-we	1	1	PY:1	An:1	1.00
re-ka-ta-ne	1	1	PY:1	An:1	0.00
wa-a2-te-we	1	1	PY:1	An:1	0.00
a-nu-wa	1	1	PY:1	An:1	0.00
ku-ru-so-wo-ko	1	1	PY:1	An:1	0.00
to-ko-so-wo-ko	1	1	PY:1	An:1	1.00
so-ro-pe-o	1	1	PY:1	An:1	0.00
ka-ro-ke-e	1	1	PY:1	An:1	0.00
ra-ni-jo-ne	1	1	PY:1	An:1	0.00
ka-si-da	1	1	PY:1	An:1	1.00
ko-ri-si-jo	1	1	PY:1	An:1	0.00
ta-te-re	1	1	PY:1	An:1	0.00
o-pe-re-ta	1	1	PY:1	An:1	0.00
a-ke-ti-jo	1	1	PY:1	An:1	0.00
do-ro-me-u	1	1	PY:1	An:1	0.00
te-wa-ko-no	1	1	PY:1	An:1	0.00
mi-ko-no	1	1	PY:1	An:1	0.00
ta-nu-ko	1	1	PY:1	An:1	0.00
to-ke-u	1	1	PY:1	An:1	0.00
da-na-ko	1	1	PY:1	An:1	0.00
re-a-mo	1	1	PY:1	An:1	0.00
se-wo-te	1	1	PY:1	An:1	1.00
ke-tu-wo-e	1	1	PY:1	An:1	1.00
a3-nu-me-no	1	1	PY:1	An:1	0.00
a2-e-ta	1	1	PY:1	An:1	1.00
a-ra-i-jo	1	1	PY:1	An:1	0.00
wa-ne-u	1	1	PY:1	An:1	1.00
ke-ro-si	1	1	PY:1	An:1	1.00
a-pi-qo-ta-o	1	1	PY:1	An:1	0.00
si-to-ko-wo	1	1	PY:1	An:1	0.00
u-pa-ra-ki-ri-ja	1	1	PY:1	An:1	0.00
ki-ri-se-we	1	1	PY:1	An:1	1.00
we-re-ka-ra-ta	1	1	PY:1	An:1	0.00
ka-wa-ti-ro	1	1	PY:1	An:1	0.00
wi-ri-wo	1	1	PY:1	An:1	1.00
te-pe-u	1	1	PY:1	An:1	0.00
a-wa-ta	1	1	PY:1	An:1	1.00
ke-ra-ti-jo-jo	1	1	PY:1	An:1	0.00
na-so	1	1	PY:1	An:1	1.00
wa-ni-jo	1	1	PY:1	An:1	1.00
qe-re	1	1	PY:1	An:1	1.00
tu-si-jo	1	1	PY:1	An:1	1.00
to-ro-o	1	1	PY:1	An:1	0.00
ka-da-si-jo	1	1	PY:1	An:1	0.00
zo-wo	1	1	PY:1	An:1	0.00
ki-ri-ja-i-jo	1	1	PY:1	An:1	0.00
wa-tu-wa-o-ko	1	1	PY:1	An:1	0.00
a2-ra-tu-wa	1	1	PY:1	An:1	0.00
ke-wo-no-jo	1	1	PY:1	An:1	0.00
tu-si-je-u	1	1	PY:1	An:1	0.00
a2-te-po	1	1	PY:1	An:1	0.00
o-ru-ma-si-ja-jo	1	1	PY:1	An:1	0.00
ro-u-ko	1	1	PY:1	An:1	0.00
e-qe-ta-i	1	1	PY:1	An:1	0.00
e-e-to	1	1	PY:1	An:1	0.00
te-re-te-we	1	1	PY:1	An:1	0.00
e-wi-ri-po	1	1	PY:1	An:1	0.00
po-si-ke-te-re	1	1	PY:1	An:1	1.00
wi-nu-ri-jo	1	1	PY:1	An:1	1.00
ma-ra-ne-nu-we	1	1	PY:1	An:1	0.00
e-ke-ra2-wo-no	1	1	PY:1	An:1	0.00
ko-ni-jo	1	1	PY:1	An:1	0.00
me-ta-ki-ti-ta	1	1	PY:1	An:1	0.00
we-re-ka-ra	1	1	PY:1	An:1	0.00
a-wa-si-ja	1	1	PY:1	An:1	1.00
a3-ki	1	1	PY:1	An:1	1.00
o-pi-ke-ri-jo	1	1	PY:1	An:1	1.00
e-po-wi-ja	1	1	PY:1	An:1	1.00
o-me	1	1	PY:1	An:1	1.00
wa-ra-ki-no	1	1	PY:1	An:1	1.00
ko-sa-ma-ne	1	1	PY:1	An:1	0.00
ku-ru-me-no-jo	1	1	PY:1	An:1	0.00
wo-ne-wa	1	1	PY:1	An:1	0.00
me-ta-pi-jo	1	1	PY:1	An:1	0.00
u-pi-ja-ki-ri-jo	1	1	PY:1	An:1	0.00
e-te-wo-ke-re-we	1	1	PY:1	An:1	0.00
ta-ti-qo-we-wo	1	1	PY:1	An:1	0.00
to-wa	1	1	PY:1	An:1	0.00
de-u-ka-ri-jo	1	1	PY:1	An:1	0.00
ra-pe-do	1	1	PY:1	An:1	0.00
do-qo-ro	1	1	PY:1	An:1	0.00
pe-ri-ra-wo	1	1	PY:1	An:1	0.00
e-no-wa-ro	1	1	PY:1	An:1	0.00
pe-di-je-we	1	1	PY:1	An:1	0.00
wa-wo-u-de	1	1	PY:1	An:1	0.00
wa-pa-ro-jo	1	1	PY:1	An:1	0.00
a2-di-je-u	1	1	PY:1	An:1	0.00
a-ki-wo-ni-jo	1	1	PY:1	An:1	0.00
wa-ka-ti-ja-ta	1	1	PY:1	An:1	0.00
sa-pi-da	1	1	PY:1	An:1	0.00
pe-re-qo-ni-jo	1	1	PY:1	An:1	0.00
wo-wi-ja	1	1	PY:1	An:1	0.00
di-wi-je-u	1	1	PY:1	An:1	0.00
du-wo-jo-jo	1	1	PY:1	An:1	0.00
a2-ku-ni-jo	1	1	PY:1	An:1	0.00
pe-ri-me-de	1	1	PY:1	An:1	0.00
po-ra-i	1	1	PY:1	An:1	0.00
u-wa-si	1	1	PY:1	An:1	0.00
pe-re-u-ro-ni-jo	1	1	PY:1	An:1	0.00
o-u-ru-to	1	1	PY:1	An:1	0.00
o-pi-a2-ra	1	1	PY:1	An:1	0.00
e-pi-ko-wo	1	1	PY:1	An:1	0.00
ma-re-wo	1	1	PY:1	An:1	0.00
a-pe-ri-ta-wo	1	1	PY:1	An:1	0.00
o-re-ta	1	1	PY:1	An:1	0.00
ko-ki-jo	1	1	PY:1	An:1	0.00
su-we-ro-wi-jo	1	1	PY:1	An:1	0.00
o-wi-ti-ni-jo	1	1	PY:1	An:1	0.00
ne-da-wa-ta-o	1	1	PY:1	An:1	0.00
a-pi-je-ta	1	1	PY:1	An:1	0.00
ta-ni-ko	1	1	PY:1	An:1	0.00
a2-ru-wo-te	1	1	PY:1	An:1	0.00
a3-ta-re-u-si	1	1	PY:1	An:1	0.00
e-ra-po	1	1	PY:1	An:1	0.00
ri-me-ne	1	1	PY:1	An:1	0.00
ke-ki-de-qe	1	1	PY:1	An:1	0.00
e-o-te-u	1	1	PY:1	An:1	0.00
e-se-re-a2	1	1	PY:1	An:1	0.00
a-ke-wa-to	1	1	PY:1	An:1	1.00
a2-ka-a2-ki-ri-jo	1	1	PY:1	An:1	0.00
ne-do-wo-ta-de	1	1	PY:1	An:1	0.00
a-ri-qo	1	1	PY:1	An:1	0.00
ra-wa-ra-ta	1	1	PY:1	An:1	0.00
e-pa-re	1	1	PY:1	An:1	0.00
a-re-sa-ni-e	1	1	PY:1	An:1	0.00
o-pi-ke-ri-jo-de	1	1	PY:1	An:1	0.00
o-pe-ro-ta	1	1	PY:1	An:1	0.00
e-ke-ra2-wo-ne	1	1	PY:1	An:1	0.00
a2-ri-e	1	1	PY:1	An:1	0.00
ta-ti-qo-we-u	1	1	PY:1	An:1	1.00
ki-e-u	1	1	PY:1	An:1	1.00
a-ri-ja-to	1	1	PY:1	An:1	1.00
o-ro-ti-jo	1	1	PY:1	An:1	0.00
di-qo	1	1	PY:1	An:1	1.00
e-nwa-ri-jo	1	1	PY:1	An:1	0.00
qo-te	1	1	PY:1	An:1	1.00
ru-ki-ja	1	1	PY:1	An:1	1.00
a-ko-wo	1	1	PY:1	An:1	1.00
ma-ra-ti-sa	1	1	PY:1	An:1	1.00
e-so	1	1	PY:1	An:1	0.00
ko-re-te-ri-jo	1	1	PY:1	An:1	0.00
ro-ro-ni-ja	1	1	PY:1	An:1	0.00
a2-ki-ja	1	1	PY:1	An:1	0.00
i-qe-ja	1	1	PY:1	An:1	1.00
o-pi-e-de-i	1	1	PY:1	An:1	1.00
re-u-si-wo-qe	1	1	PY:1	An:1	0.00
ta-ni-ko-qe	1	1	PY:1	An:1	0.00
e-we-za-no	1	1	PY:1	An:1	1.00
re-si-wo	1	1	PY:1	An:1	0.00
a-qi-ja-i	1	1	PY:1	An:1	0.00
a-mo-si	1	1	PY:1	An:1	0.00
ki-u-ro-i	1	1	PY:1	An:1	0.00
po-qe-wi-ja-i	1	1	PY:1	An:1	0.00
do-ka-ma-i	1	1	PY:1	An:1	0.00
pe-ri-mo	1	1	PY:1	Aq:1	0.00
pe-ri-me-de-o	1	1	PY:1	Aq:1	0.00
po-so-ri-jo-no	1	1	PY:1	Aq:1	0.00
te-ra-ni-ja	1	1	PY:1	Aq:1	0.00
e-qe-o	1	1	PY:1	Aq:1	0.00
e-ta-wo-ne-u	1	1	PY:1	Aq:1	0.00
a-qi-zo-we	1	1	PY:1	Aq:1	0.00
e-te-wo-ke-re-we-i-jo	1	1	PY:1	Aq:1	0.00
me-wi	1	1	PY:1	Aq:1	0.00
ki-e-wo	1	1	PY:1	Aq:1	0.00
a-na-ke-e	1	1	PY:1	Aq:1	1.00
da-i-ja-ke-re-u	1	1	PY:1	Aq:1	1.00
e-ke-jo-to	1	1	PY:1	Aq:1	0.00
a-ko-to-no	1	1	PY:1	Aq:1	0.00
ka-re-u	1	1	PY:1	Aq:1	1.00
e-ko-me-na-ta-o	1	1	PY:1	Aq:1	1.00
me-ta	1	1	PY:1	Aq:1	1.00
a-pu-ka	1	1	PY:1	Aq:1	1.00
qo-te-wo	1	1	PY:1	Aq:1	0.00
a-ke-re	1	1	PY:1	Cc:1	0.00
ka-ra-su-no	1	1	PY:1	Cc:1	0.00
jo-i-je-si	1	1	PY:1	Cn:1	0.00
qo-o	1	1	PY:1	Cn:1	0.00
a2-ra-tu-a	1	1	PY:1	Cn:1	0.00
i-wa-si-jo-ta	1	1	PY:1	Cn:1	0.00
o-ru-ma-to	1	1	PY:1	Cn:1	0.00
a2-ka-a2-ki-ri-ja-jo	1	1	PY:1	Cn:1	0.00
u-ru-pi-ja-jo-jo	1	1	PY:1	Cn:1	0.00
qe-re-me-ti-re	1	1	PY:1	Cn:1	0.00
ta-to	1	1	PY:1	Cn:1	0.00
ti-ri-jo	1	1	PY:1	Cn:1	0.00
tu-ti-je-u	1	1	PY:1	Cn:1	0.00
e-ri-to-ti-no	1	1	PY:1	Cn:1	0.00
ne-me-ta-wo	1	1	PY:1	Cn:1	0.00
wo-tu-wa-ne	1	1	PY:1	Cn:1	0.00
e-ke-si-jo	1	1	PY:1	Cn:1	0.00
ma-ta	1	1	PY:1	Cn:1	0.00
ke-ro-we	1	1	PY:1	Cn:1	0.00
si-jo-wo-te	1	1	PY:1	Cn:1	0.00
o-qe	1	1	PY:1	Cn:1	0.00
e-ra-se	1	1	PY:1	Cn:1	0.00
ne-ti-ja-no-re	1	1	PY:1	Cn:1	0.00
po-so-pe-re-i	1	1	PY:1	Cn:1	0.00
po-ru-qo-ta	1	1	PY:1	Cn:1	0.00
ma-te-we	1	1	PY:1	Cn:1	1.00
ro-ko	1	1	PY:1	Cn:1	0.00
ka-da-ro	1	1	PY:1	Cn:1	0.00
tu-ri-ta	1	1	PY:1	Cn:1	0.00
re-pe-u-ri-jo	1	1	PY:1	Cn:1	0.00
e-wi-te-we	1	1	PY:1	Cn:1	0.00
ko-so-ne	1	1	PY:1	Cn:1	0.00
e-ko-to-ri-jo	1	1	PY:1	Cn:1	0.00
de-mo-qe	1	1	PY:1	Cn:1	0.00
do-ro-jo-jo	1	1	PY:1	Cn:1	0.00
o-qe-qa	1	1	PY:1	Cn:1	0.00
pa-na-pi	1	1	PY:1	Cn:1	0.00
e-ne-ti-jo	1	1	PY:1	Cn:1	0.00
ka-ra-wa-ni-ta	1	1	PY:1	Cn:1	0.00
po-ma-ko	1	1	PY:1	Cn:1	0.00
pi-me-ta	1	1	PY:1	Cn:1	0.00
ne-ri-to	1	1	PY:1	Cn:1	0.00
po-ro-u-te-we	1	1	PY:1	Cn:1	0.00
ra-pa-sa-ko	1	1	PY:1	Cn:1	0.00
po-ke-we	1	1	PY:1	Cn:1	0.00
a-ri-wo-ne	1	1	PY:1	Cn:1	0.00
a-we-ke-se-we	1	1	PY:1	Cn:1	0.00
a-ta-ma-ne-we	1	1	PY:1	Cn:1	0.00
do-qo-no	1	1	PY:1	Cn:1	0.00
wo-ki-to	1	1	PY:1	Cn:1	0.00
me-te-we	1	1	PY:1	Cn:1	0.00
o-ki-ri-so	1	1	PY:1	Cn:1	1.00
ko-ru-ta-ta	1	1	PY:1	Cn:1	0.00
i-sa-na-o-ti	1	1	PY:1	Cn:1	0.00
ra-ke-u	1	1	PY:1	Cn:1	0.00
re-ta-mo	1	1	PY:1	Cn:1	1.00
wa-da-ko	1	1	PY:1	Cn:1	0.00
si-no-u-ro	1	1	PY:1	Cn:1	0.00
o-ki-ra	1	1	PY:1	Cn:1	0.00
o-ti-na-wo	1	1	PY:1	Cn:1	0.00
a-pa-re-u-pi	1	1	PY:1	Cn:1	0.00
ke-se-nu-wo	1	1	PY:1	Cn:1	1.00
au-to-a2-ta	1	1	PY:1	Cn:1	0.00
ko-wa-to	1	1	PY:1	Cn:1	0.00
da-to-re-u	1	1	PY:1	Cn:1	0.00
wo-ki-ro	1	1	PY:1	Cn:1	0.00
ke-zo	1	1	PY:1	Cn:1	0.00
po-ri-ko	1	1	PY:1	Cn:1	0.00
pu-za-ko	1	1	PY:1	Cn:1	0.00
we-u-da-ne-we	1	1	PY:1	Cn:1	0.00
a-ko-ro-we-e	1	1	PY:1	Cn:1	0.00
a-mi-nu-wa-ta	1	1	PY:1	Cn:1	0.00
o-ko	1	1	PY:1	Cn:1	0.00
e-qa	1	1	PY:1	Cn:1	1.00
e-wi-te-u	1	1	PY:1	Cn:1	1.00
a-ke-re-u	1	1	PY:1	Cn:1	1.00
wo-to	1	1	PY:1	Cn:1	1.00
ka-pe-se-wa-o	1	1	PY:1	Cn:1	0.00
no-wo	1	1	PY:1	Cn:1	1.00
re-ro	1	1	PY:1	Cn:1	1.00
pe-se-to	1	1	PY:1	Cn:1	1.00
o-pe-qa	1	1	PY:1	Cn:1	1.00
ne-de-we-e	1	1	PY:1	Cn:1	0.00
u-de-wi-ne	1	1	PY:1	Cn:1	0.00
ma-to-ro-pu-ro	1	1	PY:1	Cn:1	0.00
i-pi	1	1	PY:1	Cn:1	1.00
a2-ne-u-te	1	1	PY:1	Cn:1	0.00
ru-we-ta	1	1	PY:1	Cn:1	0.00
ke-ro-u-te-u	1	1	PY:1	Cn:1	0.00
mi-ka-ri-jo	1	1	PY:1	Cn:1	0.00
ka-wi-ta	1	1	PY:1	Cn:1	0.00
o-pe-se-to	1	1	PY:1	Cn:1	0.00
a-no-ze-we	1	1	PY:1	Cn:1	0.00
jo-a-se-so-si	1	1	PY:1	Cn:1	0.00
si-a2-ro	1	1	PY:1	Cn:1	0.00
e-ra-te-i	1	1	PY:1	Cn:1	0.00
a-ko-te-u	1	1	PY:1	Cn:1	0.00
ku-ka-ra-so	1	1	PY:1	Cn:1	1.00
pu-ma-ra-ko	1	1	PY:1	Cn:1	1.00
qe-re-wa-o	1	1	PY:1	Cn:1	0.00
to-ro-wi-ko	1	1	PY:1	Cn:1	0.00
ke-ro-wo-jo	1	1	PY:1	Cn:1	0.00
o-ka-ri-jo	1	1	PY:1	Cn:1	0.00
a-ta-ma-ne-u	1	1	PY:1	Cn:1	0.00
qi-ri-ta-ko	1	1	PY:1	Cn:1	0.00
po-ro-qa-ta-jo	1	1	PY:1	Cn:1	0.00
to-ru-ko-ro	1	1	PY:1	Cn:1	0.00
ta-ta-ke-u	1	1	PY:1	Cn:1	1.00
tu-ro	1	1	PY:1	Cn:1	1.00
to-si-ta	1	1	PY:1	Cn:1	0.00
me-ta-no	1	1	PY:1	Cn:1	0.00
a-so-ta-o	1	1	PY:1	Cn:1	1.00
e-te-we	1	1	PY:1	Cn:1	0.00
e-do-mo-ne-we	1	1	PY:1	Cn:1	0.00
ni-pi	1	1	PY:1	Cn:1	1.00
wa-e-ro	1	1	PY:1	Cn:1	0.00
o-pi-ra-i-ja	1	1	PY:1	Cn:1	0.00
te-re-do	1	1	PY:1	Cn:1	0.00
na-ma-ru-ko	1	1	PY:1	Cn:1	0.00
ke-ra-me-u	1	1	PY:1	Cn:1	0.00
da-u-da-ro	1	1	PY:1	Cn:1	0.00
pe-re-ke-u	1	1	PY:1	Cn:1	0.00
mu-ti-ri-ko	1	1	PY:1	Cn:1	0.00
a2-ra-ka-wo	1	1	PY:1	Cn:1	0.00
ke-re-ta-o	1	1	PY:1	Cn:1	0.00
a-sa-ma-o	1	1	PY:1	Cn:1	0.00
mo-ri-wo	1	1	PY:1	Cn:1	0.00
ma-ni-ko	1	1	PY:1	Cn:1	0.00
ne-wi	1	1	PY:1	Cr:1	1.00
a3-se-we	1	1	PY:1	Cr:1	1.00
ne-se-e-we	1	1	PY:1	Cr:1	1.00
na-pe-re-wa	1	1	PY:1	Cr:1	1.00
na-wo	1	1	PY:1	Cr:1	1.00
wi-ri-ja-no	1	1	PY:1	Ea:1	0.00
ka-ra-do-wa-ta	1	1	PY:1	Ea:1	0.00
i-qo-jo	1	1	PY:1	Ea:1	0.00
di-wo-nu-so-jo	1	1	PY:1	Ea:1	0.00
wa-tu-o-ko	1	1	PY:1	Ea:1	0.00
ra-i-ka	1	1	PY:1	Ea:1	1.00
u-me-ta-qe	1	1	PY:1	Ea:1	0.00
e-ke-na-to	1	1	PY:1	Ea:1	0.00
te-i-jo	1	1	PY:1	Ea:1	1.00
e-ri-qi-jo	1	1	PY:1	Ea:1	0.00
sa-ke-re-wo	1	1	PY:1	Ea:1	0.00
i-je-re-wo	1	1	PY:1	Ea:1	0.00
o-ko-me-ne-u	1	1	PY:1	Ea:1	0.00
qo-u-ko-ro-jo	1	1	PY:1	Ea:1	0.00
po-me-no	1	1	PY:1	Ea:1	0.00
ku-ru-no-jo	1	1	PY:1	Ea:1	0.00
ra-wo-do-ko	1	1	PY:1	Ea:1	0.00
da-mi-jo	1	1	PY:1	Ea:1	0.00
a-no-qa-si-ja	1	1	PY:1	Ea:1	0.00
ka-ra-pi	1	1	PY:1	Ea:1	0.00
di-ra-po-ro	1	1	PY:1	Ea:1	0.00
o-to	1	1	PY:1	Ea:1	0.00
i-ma-di-ja	1	1	PY:1	Ea:1	0.00
su-qo-ta	1	1	PY:1	Ea:1	0.00
ru-ko-ro-jo	1	1	PY:1	Ea:1	0.00
ko-to-na-no-no	1	1	PY:1	Ea:1	0.00
de-u	1	1	PY:1	Ea:1	1.00
du-wo-u-pi-de	1	1	PY:1	Eb:1	1.00
au-to-jo	1	1	PY:1	Eb:1	0.00
ko-to-no-ko	1	1	PY:1	Eb:1	1.00
ko-to-no-o-ko-de	1	1	PY:1	Eb:1	0.00
o-pe-ro-sa-de	1	1	PY:1	Eb:1	0.00
wo-zo-e	1	1	PY:1	Eb:1	0.00
o-wo-ze	1	1	PY:1	Eb:1	1.00
mu-to-wo-ti	1	1	PY:1	Eb:1	0.00
pi-ke-re-u	1	1	PY:1	Eb:1	0.00
do-e	1	1	PY:1	Eb:1	1.00
ke-me-na	1	1	PY:1	Eb:1	0.00
sa-sa-wo	1	1	PY:1	Eb:1	0.00
to-e	1	1	PY:1	Eb:1	0.00
te-ra-pi-ke	1	1	PY:1	Eb:1	0.00
mu-ti	1	1	PY:1	Eb:1	0.00
wo-zo	1	1	PY:1	Eb:1	0.00
qe-ri-ta	1	1	PY:1	Eb:1	1.00
e-ni-to-wo	1	1	PY:1	Eb:1	0.00
e-qe-ta-qe	1	1	PY:1	Ed:1	0.00
we-te-re-u-qe	1	1	PY:1	Ed:1	0.00
ko-to-ne-ta	1	1	PY:1	Ed:1	0.00
e-ke-si	1	1	PY:1	En:1	0.00
ti-qa-jo-jo	1	1	PY:1	En:1	0.00
ki-ti-me	1	1	PY:1	En:1	0.00
pi-ri-ta-wo-no	1	1	PY:1	En:1	0.00
pa-ki-ja-ni-ja	1	1	PY:1	En:1	0.00
da-ma-te	1	1	PY:1	En:1	0.00
e-ne-e-si	1	1	PY:1	En:1	0.00
a-ma-ru-ta-o	1	1	PY:1	En:1	0.00
so-u-ro	1	1	PY:1	En:1	0.00
o-to-te-re	1	1	PY:1	En:1	0.00
te-o-na	1	1	PY:1	En:1	0.00
a-ka-ta-jo-jo	1	1	PY:1	Eo:1	0.00
ka-na-pe-wo	1	1	PY:1	Eo:1	0.00
ko-to-no	1	1	PY:1	Eo:1	0.00
a-da-ma-jo	1	1	PY:1	Eo:1	0.00
ke-ra-me-wo	1	1	PY:1	Eo:1	0.00
pe-re-qo-ta-o	1	1	PY:1	Eo:1	0.00
pa-da-je-wo	1	1	PY:1	Eo:1	1.00
re-ka	1	1	PY:1	Ep:1	0.00
mu-ti-ri	1	1	PY:1	Ep:1	0.00
ka-wa-do-ro	1	1	PY:1	Ep:1	0.00
pi-ro-na	1	1	PY:1	Ep:1	0.00
e-ri-qi-ja	1	1	PY:1	Ep:1	0.00
i-na	1	1	PY:1	Ep:1	0.00
me-re-u	1	1	PY:1	Ep:1	0.00
o-pe-ro-qe	1	1	PY:1	Ep:1	1.00
i-je-ro-wo-ko	1	1	PY:1	Ep:1	0.00
to-me	1	1	PY:1	Ep:1	1.00
si-ri-jo	1	1	PY:1	Ep:1	0.00
ra-ke	1	1	PY:1	Ep:1	0.00
pa-de-we-u	1	1	PY:1	Ep:1	1.00
we-ra-jo	1	1	PY:1	Ep:1	1.00
ko-pi-na	1	1	PY:1	Ep:1	0.00
o-pe-to-re-u	1	1	PY:1	Ep:1	0.00
da-mo-de-mi	1	1	PY:1	Ep:1	0.00
pa-si	1	1	PY:1	Ep:1	0.00
o-pe-ro-sa	1	1	PY:1	Ep:1	0.00
wo-ze-e	1	1	PY:1	Ep:1	0.00
o-u-wo-ze	1	1	PY:1	Ep:1	0.00
to-ro-ja	1	1	PY:1	Ep:1	0.00
o-re-a2	1	1	PY:1	Ep:1	0.00
pu-ko-wo	1	1	PY:1	Ep:1	0.00
a-de-te	1	1	PY:1	Eq:1	1.00
a-ta-wo-ne-jo	1	1	PY:1	Eq:1	1.00
po-ro-te-u	1	1	PY:1	Eq:1	0.00
re-pi-ri-jo	1	1	PY:1	Eq:1	0.00
a-de-me-we	1	1	PY:1	Eq:1	0.00
i-ja-te	1	1	PY:1	Eq:1	1.00
to-ro-qe-jo-me-no	1	1	PY:1	Eq:1	0.00
a-ro-u-ra	1	1	PY:1	Eq:1	0.00
a2-ri-sa	1	1	PY:1	Eq:1	0.00
e-ri-no-wo-to	1	1	PY:1	Eq:1	0.00
ko-tu-wo	1	1	PY:1	Eq:1	0.00
po-ti-ni-ja-we-jo-jo	1	1	PY:1	Eq:1	0.00
o-te-pe-o-jo	1	1	PY:1	Eq:1	0.00
te-re-ta-o	1	1	PY:1	Er:1	1.00
e-re-mo	1	1	PY:1	Er:1	0.00
ke-ra2	1	1	PY:1	Er:1	1.00
ti-me-no	1	1	PY:1	Er:1	1.00
sa-ra-pe-do	1	1	PY:1	Er:1	1.00
pu2-te-me-no	1	1	PY:1	Er:1	1.00
we-je	1	1	PY:1	Er:1	1.00
ko-pe-re-wo	1	1	PY:1	Es:1	0.00
a-re-ku-tu-ru-wo-no	1	1	PY:1	Es:1	0.00
ki-ri-ti-jo-jo	1	1	PY:1	Es:1	0.00
a-te-mi-to	1	1	PY:1	Es:1	0.00
wo-ro-ti-ja-o	1	1	PY:1	Es:1	0.00
ru-ko-wo-ro	1	1	PY:1	Es:1	0.00
pi-ro-te-ko-to	1	1	PY:1	Es:1	0.00
po-se-da-o	1	1	PY:1	Es:1	0.00
wo-ro-ti-ja	1	1	PY:1	Es:1	0.00
pi-ri-e-te-re	1	1	PY:1	Bn:1	1.00
pa-te-ko-to	1	1	PY:1	Bn:1	1.00
o-pi-me-ne	1	1	PY:1	Bn:1	1.00
pi-ri-e-te-si	1	1	PY:1	Bn:1	1.00
ta-re-wa	1	1	PY:1	Fn:1	0.00
tu-wa-si	1	1	PY:1	Fn:1	0.00
a-ta-no-ro	1	1	PY:1	Fn:1	0.00
me-za-ne	1	1	PY:1	Fn:1	0.00
me-ri-du-te	1	1	PY:1	Fn:1	0.00
po-ro-du-ma-te	1	1	PY:1	Fn:1	0.00
i-za-a-to-mo-i	1	1	PY:1	Fn:1	0.00
a3-pu-ke-ne-ja	1	1	PY:1	Fn:1	0.00
a-ki-re-we	1	1	PY:1	Fn:1	0.00
ti-ni-ja-ta	1	1	PY:1	Fn:1	0.00
to-sa-no	1	1	PY:1	Fn:1	0.00
ne-e-ra-wo	1	1	PY:1	Fn:1	0.00
a-e-se-wa	1	1	PY:1	Fn:1	0.00
ka-ra-so-mo	1	1	PY:1	Fn:1	0.00
wa-di-re-we	1	1	PY:1	Fn:1	0.00
i-po-po-qo-i-qe	1	1	PY:1	Fn:1	0.00
te-ra-wo-ne	1	1	PY:1	Fn:1	0.00
to-wa-no-re	1	1	PY:1	Fn:1	0.00
e-to-wo-ko-i	1	1	PY:1	Fn:1	0.00
a-pi-te-ja	1	1	PY:1	Fn:1	1.00
po-si-da-i-jo-de	1	1	PY:1	Fn:1	1.00
de-do-wa-re-we	1	1	PY:1	Fn:1	0.00
u-po-jo-po-ti-ni-ja	1	1	PY:1	Fn:1	0.00
o-pi-tu-ra-jo	1	1	PY:1	Fn:1	0.00
a-ma-tu-na	1	1	PY:1	Fn:1	0.00
te-qi-ri-jo-ne	1	1	PY:1	Fn:1	0.00
u-do-no-o-i	1	1	PY:1	Fn:1	0.00
po-te-re-we	1	1	PY:1	Fn:1	0.00
i-so-e-ko	1	1	PY:1	Fn:1	0.00
po-si-da-i-je-u-si	1	1	PY:1	Fn:1	0.00
a-ro-ja	1	1	PY:1	Fn:1	1.00
e-ti-me-de-i	1	1	PY:1	Fn:1	0.00
mo-ke-re-we-i	1	1	PY:1	Fn:1	1.00
a-ka-ma-jo	1	1	PY:1	Fn:1	0.00
ke-we	1	1	PY:1	Fn:1	1.00
de-ra-wo	1	1	PY:1	Fn:1	1.00
ne-qa-sa-ta	1	1	PY:1	Fn:1	0.00
i-ja-me-i	1	1	PY:1	Fn:1	0.00
pa-ra-ke-se-we	1	1	PY:1	Fn:1	0.00
pi-ja-ma-so	1	1	PY:1	Fn:1	1.00
wo-ni	1	1	PY:1	Fn:1	1.00
re-wa-o	1	1	PY:1	Fn:1	0.00
po-no-qa-ta	1	1	PY:1	Fn:1	0.00
ke-ro-u-te	1	1	PY:1	Fn:1	1.00
o-qa-wo-ni	1	1	PY:1	Fn:1	0.00
te-pi-ja-qe	1	1	PY:1	Fn:1	1.00
to-qi-da-so	1	1	PY:1	Fn:1	1.00
ke-me-ri-jo	1	1	PY:1	Fn:1	0.00
i-qe	1	1	PY:1	Fn:1	1.00
do-ri-je-we	1	1	PY:1	Fn:1	1.00
mi-ka	1	1	PY:1	Fn:1	1.00
pa-u-ta	1	1	PY:1	Fn:1	1.00
re-ke-to-ro-te-ri-jo	1	1	PY:1	Fr:1	1.00
a-pe-do-ke	1	1	PY:1	Fr:1	0.00
e-u-me-de-i	1	1	PY:1	Fr:1	0.00
i-pe-se-wa	1	1	PY:1	Fr:1	0.00
a-e-ti-to	1	1	PY:1	Fr:1	1.00
me-tu-wo	1	1	PY:1	Fr:1	0.00
ma-te-re	1	1	PY:1	Fr:1	0.00
ku-pa-ro-we	1	1	PY:1	Fr:1	0.00
a-pi-qo-ro-i	1	1	PY:1	Fr:1	0.00
a-si-wi-ja	1	1	PY:1	Fr:1	0.00
wa-na-se-wi-jo	1	1	PY:1	Fr:1	0.00
sa-pe-ra	1	1	PY:1	Fr:1	0.00
pa-ki-ja-ni-jo-i	1	1	PY:1	Fr:1	0.00
re-ke-e-to-ro-te-ri-jo	1	1	PY:1	Fr:1	0.00
